Engineer's Studio Result
*,Node,Name,ëOÊ‰-005
*,,LoadSet,Transration,Step,DX,DY,DZ,RX,RY,RZ,RelAccX,RelAccY,RelAccZ,AbsAccX,AbsAccY,AbsAccZ,VX,VY,VZ
*,,,,Min Value,8.1169064E-019,8.3270633E-018,-3.6637933E+000,-6.7534722E-019,2.1232799E-022,-4.1026957E-003,---,---,---,---,---,---,---,---,---
*,,,,Min Step,1,1,10,1,1,10,---,---,---,---,---,---,---,---,---
*,Node,Name,HçY2-002
*,,LoadSet,Transration,Step,DX,DY,DZ,RX,RY,RZ,RelAccX,RelAccY,RelAccZ,AbsAccX,AbsAccY,AbsAccZ,VX,VY,VZ
,,,,1,2.1484619E+000,2.0622459E-002,2.5044985E-017,-4.1829739E-005,2.5557121E-002,9.2901316E-020,---,---,---,---,---,---,---,---,---
,,,,2,4.2974780E+000,4.0649302E-002,5.7268705E-017,-2.2374418E-001,2.5208800E-002,1.1137447E-019,---,---,---,---,---,---,---,---,---
,,,,3,6.7106009E+000,6.3602413E-002,9.9919492E-017,-1.8413945E-004,3.1317348E-002,2.3478022E-019,---,---,---,---,---,---,---,---,---
,,,,4,9.1250851E+000,8.6675804E-002,1.5746039E-016,-2.5780944E-004,3.0761096E-002,2.4104197E-019,---,---,---,---,---,---,---,---,---
,,,,5,1.1759019E+001,1.1152513E-001,2.3766041E-016,-3.6704901E-004,3.5028559E-002,4.1898027E-019,---,---,---,---,---,---,---,---,---
,,,,6,1.4356008E+001,1.3506818E-001,3.5281775E-016,-4.5317727E-004,3.3510726E-002,5.7163197E-019,---,---,---,---,---,---,---,---,---
,,,,7,1.7227214E+001,1.5864816E-001,5.2569769E-016,-5.8392177E-004,3.6778339E-002,1.1968162E-018,---,---,---,---,---,---,---,---,---
,,,,8,2.0386045E+001,1.8486585E-001,7.9500316E-016,-7.3901334E-004,4.1712961E-002,1.9529707E-018,---,---,---,---,---,---,---,---,---
,,,,9,2.3616386E+001,2.1192525E-001,1.2320593E-015,-8.8667830E-004,4.3863924E-002,2.9055864E-018,---,---,---,---,---,---,---,---,---
,,,,10,2.7078923E+001,2.3562811E-001,1.9803807E-015,-1.0339511E-003,4.2369631E-002,6.6553088E-018,---,---,---,---,---,---,---,---,---
*,,,,Max Value,2.7078923E+001,2.3562811E-001,2.5044985E-017,-4.1829739E-005,4.3863924E-002,9.2901316E-020,---,---,---,---,---,---,---,---,---
*,,,,Max Step,10,10,1,1,9,1,---,---,---,---,---,---,---,---,---
*,,,,Min Value,2.1484619E+000,2.0622459E-002,2.5044985E-017,-2.2374418E-001,2.5208800E-002,9.2901316E-020,---,---,---,---,---,---,---,---,---
*,,,,Min Step,1,1,1,2,2,1,---,---,---,---,---,---,---,---,---
*,,,Rotation,Step,SX,SY,SZ,RMX,RMY,RMZ,RelAccRX,RelAccRY,RelAccRZ,AbsAccRX,AbsAccRY,AbsAccRZ,VRX,VRY,VRZ
,,,,1,7.3893886E-019,8.3270633E-018,-2.1246933E-001,-5.6616106E-019,1.2011447E-022,-1.6274685E-004,---,---,---,---,---,---,---,---,---
,,,,2,1.9767002E-018,1.7919834E-017,-4.2495803E-001,-6.5097290E-019,2.7978626E-022,-3.2398505E-004,---,---,---,---,---,---,---,---,---
,,,,3,3.9018818E-018,2.9477993E-017,-6.5637842E-001,-8.4647251E-019,5.5869469E-022,-5.5390130E-004,---,---,---,---,---,---,---,---,---
,,,,4,6.7958473E-018,4.3866355E-017,-8.9091673E-001,-1.0675341E-018,9.5396069E-022,-7.7235615E-004,---,---,---,---,---,---,---,---,---
,,,,5,1.1123798E-017,6.2712863E-017,-1.1379730E+000,-1.4638131E-018,1.6719566E-021,-1.0589762E-003,---,---,---,---,---,---,---,---,---
,,,,6,1.7646967E-017,8.8453836E-017,-1.3815327E+000,-1.9585868E-018,2.7156579E-021,-1.2834497E-003,---,---,---,---,---,---,---,---,---
,,,,7,2.7717598E-017,1.2589950E-016,-1.6296214E+000,-2.8691793E-018,4.7075445E-021,-1.5677682E-003,---,---,---,---,---,---,---,---,---
,,,,8,4.3773292E-017,1.8263335E-016,-1.8943098E+000,-4.6160946E-018,8.8017830E-021,-1.9854106E-003,---,---,---,---,---,---,---,---,---
,,,,9,7.0199421E-017,2.7296727E-016,-2.1701760E+000,-7.6352798E-018,1.6652491E-020,-2.4161180E-003,---,---,---,---,---,---,---,---,---
,,,,10,1.1562961E-016,4.2661425E-016,-2.4336787E+000,-1.2166011E-017,2.9895592E-020,-2.6376566E-003,---,---,---,---,---,---,---,---,---
*,,,,Max Value,7.3893886E-019,8.3270633E-018,-2.1246933E-001,-5.6616106E-019,1.2011447E-022,-1.6274685E-004,---,---,---,---,---,---,---,---,---
*,,,,Max Step,1,1,1,1,1,1,---,---,---,---,---,---,---,---,---
*,,,,Min Value,7.3893886E-019,8.3270633E-018,-2.4336787E+000,-5.6616106E-019,1.2011447E-022,-2.6376566E-003,---,---,---,---,---,---,---,---,---
*,,,,Min Step,1,1,10,1,1,10,---,---,---,---,---,---,---,---,---
*,Node,Name,HçY2-001
*,,LoadSet,Transration,Step,DX,DY,DZ,RX,RY,RZ,RelAccX,RelAccY,RelAccZ,AbsAccX,AbsAccY,AbsAccZ,VX,VY,VZ
,,,,1,2.1939217E+000,2.1056416E-002,2.5255548E-017,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
,,,,2,4.3883990E+000,4.1515575E-002,5.7838332E-017,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
,,,,3,6.8504052E+000,6.4954328E-002,1.0105277E-016,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
,,,,4,9.3147225E+000,8.8523966E-002,1.5944552E-016,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
,,,,5,1.2000809E+001,1.1390870E-001,2.4092355E-016,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
,,,,6,1.4649190E+001,1.3797729E-001,3.5801113E-016,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
,,,,7,1.7572053E+001,1.6210331E-001,5.3387443E-016,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
,,,,8,2.0785989E+001,1.8893303E-001,8.0794053E-016,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
,,,,9,2.4074062E+001,2.1663680E-001,1.2528359E-015,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
,,,,10,2.7590839E+001,2.4096797E-001,2.0146350E-015,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
*,,,,Max Value,2.7590839E+001,2.4096797E-001,2.5255548E-017,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
*,,,,Max Step,10,10,1,1,1,1,---,---,---,---,---,---,---,---,---
*,,,,Min Value,2.1939217E+000,2.1056416E-002,2.5255548E-017,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
*,,,,Min Step,1,1,1,1,1,1,---,---,---,---,---,---,---,---,---
*,,,Rotation,Step,SX,SY,SZ,RMX,RMY,RMZ,RelAccRX,RelAccRY,RelAccRZ,AbsAccRX,AbsAccRY,AbsAccRZ,VRX,VRY,VRZ
,,,,1,6.6354272E-019,8.3270633E-018,-8.5726895E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
,,,,2,1.8229066E-018,1.7921637E-017,-1.7144100E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
,,,,3,3.6624739E-018,2.9484682E-017,-2.6127628E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
,,,,4,6.4599682E-018,4.3891206E-017,-3.5407805E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
,,,,5,1.0672535E-017,6.2775385E-017,-4.5001549E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
,,,,6,1.7050491E-017,8.8605307E-017,-5.4440468E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
,,,,7,2.6922254E-017,1.2622048E-016,-6.3654962E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
,,,,8,4.2693958E-017,1.8330271E-016,-7.3493548E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
,,,,9,6.8687564E-017,2.7440110E-016,-8.3943330E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
,,,,10,1.1339828E-016,4.2965541E-016,-9.3364323E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
*,,,,Max Value,6.6354272E-019,8.3270633E-018,-8.5726895E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
*,,,,Max Step,1,1,1,1,1,1,---,---,---,---,---,---,---,---,---
*,,,,Min Value,6.6354272E-019,8.3270633E-018,-9.3364323E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,---,---,---,---,---,---,---,---,---
*,,,,Min Step,1,1,10,1,1,1,---,---,---,---,---,---,---,---,---
*,Node,Name,å„Ê‰-004
*,,LoadSet,Transration,Step,DX,DY,DZ,RX,RY,RZ,RelAccX,RelAccY,RelAccZ,AbsAccX,AbsAccY,AbsAccZ,VX,VY,VZ
,,,,1,2.2239261E+000,2.1140857E-002,2.5495990E-017,4.7358763E-002,3.0563573E-002,2.1453066E-018,---,---,---,---,---,---,---,---,---
,,,,2,4.4484033E+000,4.1681873E-002,5.8493733E-017,-9.9636704E-003,3.9605252E-002,2.6277293E-018,---,---,---,---,---,---,---,---,---
,,,,3,6.9418519E+000,6.5203658E-002,1.0236278E-016,5.2324617E-002,5.4143867E-002,3.5398847E-018,---,---,---,---,---,---,---,---,---
,,,,4,9.4386499E+000,8.8856105E-002,1.6174769E-016,5.5171821E-002,6.7342903E-002,4.7254299E-018,---,---,---,---,---,---,---,---,---
,,,,5,1.2158315E+001,1.1432327E-001,2.4471677E-016,5.9302132E-002,8.3473599E-002,6.6510020E-018,---,---,---,---,---,---,---,---,---
,,,,6,1.4839732E+001,1.3846983E-001,3.6405897E-016,5.7149077E-002,9.3861070E-002,9.1416883E-018,---,---,---,---,---,---,---,---,---
,,,,7,1.7794846E+001,1.6266895E-001,5.4340939E-016,5.5480582E-002,1.0513951E-001,1.3288807E-017,---,---,---,---,---,---,---,---,---
,,,,8,2.1043216E+001,1.8957345E-001,8.2304316E-016,6.3242225E-002,1.2964443E-001,2.1744749E-017,---,---,---,---,---,---,---,---,---
,,,,9,2.4367864E+001,2.1735292E-001,1.2771107E-015,7.0224043E-002,1.5594502E-001,3.6682291E-017,---,---,---,---,---,---,---,---,---
,,,,10,2.7917614E+001,2.4174907E-001,2.0546839E-015,5.8800474E-002,1.5528432E-001,5.6398507E-017,---,---,---,---,---,---,---,---,---
*,,,,Max Value,2.7917614E+001,2.4174907E-001,2.5495990E-017,7.0224043E-002,1.5594502E-001,2.1453066E-018,---,---,---,---,---,---,---,---,---
*,,,,Max Step,10,10,1,9,9,1,---,---,---,---,---,---,---,---,---
*,,,,Min Value,2.2239261E+000,2.1140857E-002,2.5495990E-017,-9.9636704E-003,3.0563573E-002,2.1453066E-018,---,---,---,---,---,---,---,---,---
*,,,,Min Step,1,1,1,2,1,1,---,---,---,---,---,---,---,---,---
*,,,Rotation,Step,SX,SY,SZ,RMX,RMY,RMZ,RelAccRX,RelAccRY,RelAccRZ,AbsAccRX,AbsAccRY,AbsAccRZ,VRX,VRY,VRZ
,,,,1,6.6354272E-019,8.3270633E-018,-8.5726895E-002,-5.3700464E-018,6.6983816E-020,-1.6359603E-004,---,---,---,---,---,---,---,---,---
,,,,2,1.8229066E-018,1.7921637E-017,-1.7144100E-001,-1.0180160E-017,1.1963255E-019,-2.0332610E-002,---,---,---,---,---,---,---,---,---
,,,,3,3.6624739E-018,2.9484682E-017,-2.6127628E-001,-1.5605107E-017,2.0024017E-019,-5.7200932E-004,---,---,---,---,---,---,---,---,---
,,,,4,6.4599682E-018,4.3891206E-017,-3.5407805E-001,-2.1774323E-017,3.1786821E-019,-8.1375928E-004,---,---,---,---,---,---,---,---,---
,,,,5,1.0672535E-017,6.2775385E-017,-4.5001549E-001,-2.9323677E-017,4.9566286E-019,-1.1033393E-003,---,---,---,---,---,---,---,---,---
,,,,6,1.7050491E-017,8.8605307E-017,-5.4440468E-001,-3.8806251E-017,7.3941503E-019,-1.3386038E-003,---,---,---,---,---,---,---,---,---
,,,,7,2.6922254E-017,1.2622048E-016,-6.3654962E-001,-5.1988563E-017,1.1082190E-018,-1.5861024E-003,---,---,---,---,---,---,---,---,---
,,,,8,4.2693958E-017,1.8330271E-016,-7.3493548E-001,-7.1615957E-017,1.8907092E-018,-2.0060717E-003,---,---,---,---,---,---,---,---,---
,,,,9,6.8687564E-017,2.7440110E-016,-8.3943330E-001,-1.0224393E-016,3.3277845E-018,-2.4696716E-003,---,---,---,---,---,---,---,---,---
,,,,10,1.1339828E-016,4.2965541E-016,-9.3364323E-001,-1.5183006E-016,5.0719024E-018,-2.5912793E-003,---,---,---,---,---,---,---,---,---
*,,,,Max Value,6.6354272E-019,8.3270633E-018,-8.5726895E-002,-5.3700464E-018,6.6983816E-020,-1.6359603E-004,---,---,---,---,---,---,---,---,---
*,,,,Max Step,1,1,1,1,1,1,---,---,---,---,---,---,---,---,---
*,,,,Min Value,6.6354272E-019,8.3270633E-018,-9.3364323E-001,-5.3700464E-018,6.6983816E-020,-2.0332610E-002,---,---,---,---,---,---,---,---,---
*,,,,Min Step,1,1,10,1,1,2,---,---,---,---,---,---,---,---,---
*,Node,Name,å„Ê‰-005
*,,LoadSet,Transration,Step,DX,DY,DZ,RX,RY,RZ,RelAccX,RelAccY,RelAccZ,AbsAccX,AbsAccY,AbsAccZ,VX,VY,VZ
,,,,1,2.2239312E+000,4.5847036E-002,2.7969128E-017,-3.6425413E-003,-1.4239589E-005,-2.5930233E-020,---,---,---,---,---,---,---,---,---
,,,,2,4.4484167E+000,9.1090451E-002,6.3816490E-017,-3.7771097E-003,-2.8351516E-005,-4.7476325E-020,---,---,---,---,---,---,---,---,---
,,,,3,6.9418758E+000,1.4053864E-001,1.1111984E-016,-4.1081294E-003,-4.4504753E-005,-8.0858170E-020,---,---,---,---,---,---,---,---,---
,,,,4,9.4386869E+000,1.9099856E-001,1.7478367E-016,-4.3956593E-003,-6.1232336E-005,-1.3029344E-019,---,---,---,---,---,---,---,---,---
,,,,5,1.2158368E+001,2.4420452E-001,2.6336169E-016,-4.7012980E-003,-7.9056815E-005,-2.0748401E-019,---,---,---,---,---,---,---,---,---
,,,,6,1.4839803E+001,2.9563006E-001,3.9037600E-016,-4.7718378E-003,-9.3259975E-005,-3.2227951E-019,---,---,---,---,---,---,---,---,---
,,,,7,1.7794938E+001,3.4644164E-001,5.8089921E-016,-4.7998631E-003,-1.0614902E-004,-5.0972683E-019,---,---,---,---,---,---,---,---,---
,,,,8,2.1043332E+001,4.0181216E-001,8.7748835E-016,-5.2920847E-003,-1.2948425E-004,-8.7190849E-019,---,---,---,---,---,---,---,---,---
,,,,9,2.4368008E+001,4.5987294E-001,1.3586157E-015,-5.7968622E-003,-1.5462745E-004,-1.5313766E-018,---,---,---,---,---,---,---,---,---
,,,,10,2.7917787E+001,5.1149492E-001,2.1823062E-015,-5.3576141E-003,-1.5478569E-004,-2.5780447E-018,---,---,---,---,---,---,---,---,---
*,,,,Max Value,2.7917787E+001,5.1149492E-001,2.7969128E-017,-3.6425413E-003,-1.4239589E-005,-2.5930233E-020,---,---,---,---,---,---,---,---,---
*,,,,Max Step,10,10,1,1,1,1,---,---,---,---,---,---,---,---,---
*,,,,Min Value,2.2239312E+000,4.5847036E-002,2.7969128E-017,-5.7968622E-003,-1.5462745E-004,-2.5930233E-020,---,---,---,---,---,---,---,---,---
*,,,,Min Step,1,1,1,9,9,1,---,---,---,---,---,---,---,---,---
*,,,Rotation,Step,SX,SY,SZ,RMX,RMY,RMZ,RelAccRX,RelAccRY,RelAccRZ,AbsAccRX,AbsAccRY,AbsAccRZ,VRX,VRY,VRZ
,,,,1,6.6354272E-019,8.3270633E-018,-8.1543769E-002,2.2249890E-023,1.0779996E-019,1.2089547E-006,---,---,---,---,---,---,---,---,---
,,,,2,1.8229443E-018,1.7921638E-017,-1.6307486E-001,8.8555849E-023,1.8805806E-019,2.7061308E-006,---,---,---,---,---,---,---,---,---
,,,,3,3.6625981E-018,2.9484686E-017,-2.4872723E-001,2.2077961E-022,3.1319351E-019,4.3836611E-006,---,---,---,---,---,---,---,---,---
,,,,4,6.4602460E-018,4.3891213E-017,-3.3734622E-001,4.4981041E-022,4.9245374E-019,6.1388490E-006,---,---,---,---,---,---,---,---,---
,,,,5,1.0673065E-017,6.2775393E-017,-4.2910101E-001,8.3666377E-022,7.6729198E-019,8.0145368E-006,---,---,---,---,---,---,---,---,---
,,,,6,1.7051428E-017,8.8605311E-017,-5.1930768E-001,1.4524227E-021,1.1413469E-018,9.5568175E-006,---,---,---,---,---,---,---,---,---
,,,,7,2.6923855E-017,1.2622047E-016,-6.0727022E-001,2.4745173E-021,1.7212030E-018,1.0964032E-005,---,---,---,---,---,---,---,---,---
,,,,8,4.2696672E-017,1.8330265E-016,-7.0147380E-001,4.4391061E-021,2.9429767E-018,1.3415005E-005,---,---,---,---,---,---,---,---,---
,,,,9,6.8692206E-017,2.7440093E-016,-8.0178948E-001,8.1422585E-021,5.1613765E-018,1.6066051E-005,---,---,---,---,---,---,---,---,---
,,,,10,1.1340645E-016,4.2965498E-016,-8.9181745E-001,1.4061377E-020,7.9573483E-018,1.6197706E-005,---,---,---,---,---,---,---,---,---
*,,,,Max Value,6.6354272E-019,8.3270633E-018,-8.1543769E-002,2.2249890E-023,1.0779996E-019,1.6066051E-005,---,---,---,---,---,---,---,---,---
*,,,,Max Step,1,1,1,1,1,9,---,---,---,---,---,---,---,---,---
*,,,,Min Value,6.6354272E-019,8.3270633E-018,-8.9181745E-001,2.2249890E-023,1.0779996E-019,1.2089547E-006,---,---,---,---,---,---,---,---,---
*,,,,Min Step,1,1,10,1,1,1,---,---,---,---,---,---,---,---,---
*,Node,Name,å„Ê‰-006
*,,LoadSet,Transration,Step,DX,DY,DZ,RX,RY,RZ,RelAccX,RelAccY,RelAccZ,AbsAccX,AbsAccY,AbsAccZ,VX,VY,VZ
,,,,1,2.2239330E+000,7.0418200E-002,3.0492228E-017,-6.7145492E-002,-2.7021028E-006,-3.4759342E-019,---,---,---,---,---,---,---,---,---
,,,,2,4.4484232E+000,1.4022894E-001,6.9246777E-017,-6.7187181E-002,-4.5050543E-006,-6.0795721E-019,---,---,---,---,---,---,---,---,---
,,,,3,6.9418893E+000,2.1549321E-001,1.2005381E-016,-7.4250106E-002,-5.5472541E-006,-1.0148603E-018,---,---,---,---,---,---,---,---,---
,,,,4,9.4387099E+000,2.9266810E-001,1.8808299E-016,-7.9571729E-002,-6.0318952E-006,-1.5989916E-018,---,---,---,---,---,---,---,---,---
,,,,5,1.2158403E+001,3.7353918E-001,2.8238327E-016,-8.5392990E-002,-5.7315969E-006,-2.4963609E-018,---,---,---,---,---,---,---,---,---
,,,,6,1.4839853E+001,4.5216076E-001,4.1722466E-016,-8.2596994E-002,-6.8233357E-006,-3.7213726E-018,---,---,---,---,---,---,---,---,---
,,,,7,1.7795004E+001,5.2948841E-001,6.1914634E-016,-7.8596125E-002,-8.5921545E-006,-5.6258042E-018,---,---,---,---,---,---,---,---,---
,,,,8,2.1043419E+001,6.1326605E-001,9.3303334E-016,-9.0242522E-002,-5.7224193E-006,-9.6358854E-018,---,---,---,---,---,---,---,---,---
,,,,9,2.4368119E+001,7.0158591E-001,1.4417671E-015,-1.0242951E-001,-6.7985668E-007,-1.6927037E-017,---,---,---,---,---,---,---,---,---
,,,,10,2.7917923E+001,7.8034980E-001,2.3125062E-015,-8.2546126E-002,-8.4583173E-006,-2.6191916E-017,---,---,---,---,---,---,---,---,---
*,,,,Max Value,2.7917923E+001,7.8034980E-001,3.0492228E-017,-6.7145492E-002,-6.7985668E-007,-3.4759342E-019,---,---,---,---,---,---,---,---,---
*,,,,Max Step,10,10,1,1,9,1,---,---,---,---,---,---,---,---,---
*,,,,Min Value,2.2239330E+000,7.0418200E-002,3.0492228E-017,-1.0242951E-001,-8.5921545E-006,-3.4759342E-019,---,---,---,---,---,---,---,---,---
*,,,,Min Step,1,1,1,9,7,1,---,---,---,---,---,---,---,---,---
*,,,Rotation,Step,SX,SY,SZ,RMX,RMY,RMZ,RelAccRX,RelAccRY,RelAccRZ,AbsAccRX,AbsAccRY,AbsAccRZ,VRX,VRY,VRZ
,,,,1,6.6354272E-019,8.3270633E-018,-8.0947849E-002,-3.3701714E-022,5.2609287E-020,2.2532702E-007,---,---,---,---,---,---,---,---,---
,,,,2,1.8229499E-018,1.7921639E-017,-1.6188304E-001,-1.4541366E-021,9.1878918E-020,5.8706282E-007,---,---,---,---,---,---,---,---,---
,,,,3,3.6626166E-018,2.9484688E-017,-2.4693954E-001,-3.5874107E-021,1.5321785E-019,9.8251951E-007,---,---,---,---,---,---,---,---,---
,,,,4,6.4602877E-018,4.3891216E-017,-3.3496268E-001,-7.1147143E-021,2.4116054E-019,1.3993798E-006,---,---,---,---,---,---,---,---,---
,,,,5,1.0673145E-017,6.2775398E-017,-4.2612165E-001,-1.2704036E-020,3.7612036E-019,1.8447710E-006,---,---,---,---,---,---,---,---,---
,,,,6,1.7051570E-017,8.8605318E-017,-5.1573253E-001,-2.1500582E-020,5.5982025E-019,2.2222214E-006,---,---,---,---,---,---,---,---,---
,,,,7,2.6924100E-017,1.2622048E-016,-6.0309930E-001,-3.5703625E-020,8.4478412E-019,2.5682301E-006,---,---,---,---,---,---,---,---,---
,,,,8,4.2697086E-017,1.8330266E-016,-6.9670713E-001,-5.9096280E-020,1.4460731E-018,3.1454554E-006,---,---,---,---,---,---,---,---,---
,,,,9,6.8692913E-017,2.7440094E-016,-7.9642709E-001,-9.9200475E-020,2.5387036E-018,3.7696181E-006,---,---,---,---,---,---,---,---,---
,,,,10,1.1340769E-016,4.2965497E-016,-8.8585938E-001,-1.7263798E-019,3.9158846E-018,3.8294545E-006,---,---,---,---,---,---,---,---,---
*,,,,Max Value,6.6354272E-019,8.3270633E-018,-8.0947849E-002,-3.3701714E-022,5.2609287E-020,3.7696181E-006,---,---,---,---,---,---,---,---,---
*,,,,Max Step,1,1,1,1,1,9,---,---,---,---,---,---,---,---,---
*,,,,Min Value,6.6354272E-019,8.3270633E-018,-8.8585938E-001,-3.3701714E-022,5.2609287E-020,2.2532702E-007,---,---,---,---,---,---,---,---,---
*,,,,Min Step,1,1,10,1,1,1,---,---,---,---,---,---,---,---,---
*,Node,Name,HçY2-062
*,,LoadSet,Transration,Step,DX,DY,DZ,RX,RY,RZ,RelAccX,RelAccY,RelAccZ,AbsAccX,AbsAccY,AbsAccZ,VX,VY,VZ
,,,,1,2.1398090E-003,1.0403399E-003,3.2472198E-019,5.9880865E-010,2.9911226E-009,-5.3296115E-023,---,---,---,---,---,---,---,---,---
,,,,2,4.2796050E-003,2.1295249E-003,7.1536781E-019,1.0942908E-009,2.0038097E-009,-6.5031257E-023,---,---,---,---,---,---,---,---,---
,,,,3,6.4125732E-003,3.5149172E-003,1.2053202E-018,5.8832238E-009,1.5111815E-008,-7.7792849E-023,---,---,---,---,---,---,---,---,---
,,,,4,8.5456854E-003,4.9959788E-003,1.8385644E-018,3.7719331E-009,9.6777261E-009,-7.3509440E-023,---,---,---,---,---,---,---,---,---
,,,,5,1.0672842E-002,6.7150920E-003,2.6941385E-018,1.1215414E-008,4.2695146E-009,-5.9932223E-023,---,---,---,---,---,---,---,---,---
,,,,6,1.2800934E-002,8.4313418E-003,3.8944290E-018,1.3666362E-008,2.9265500E-008,-4.0072265E-024,---,---,---,---,---,---,---,---,---
,,,,7,1.4920419E-002,1.0290979E-002,5.6721125E-018,2.2310353E-008,-6.5138093E-009,7.4975154E-023,---,---,---,---,---,---,---,---,---
,,,,8,1.7031414E-002,1.2532572E-002,8.4107841E-018,3.3439501E-008,1.2902947E-008,3.3312974E-022,---,---,---,---,---,---,---,---,---
,,,,9,1.9141124E-002,1.5001465E-002,1.2826756E-017,4.1037101E-008,3.4079729E-008,1.0585850E-021,---,---,---,---,---,---,---,---,---
,,,,10,2.1240547E-002,1.7426669E-002,2.0378433E-017,5.8424483E-008,2.1168670E-008,2.3339899E-021,---,---,---,---,---,---,---,---,---
*,,,,Max Value,2.1240547E-002,1.7426669E-002,3.2472198E-019,5.9880865E-010,2.9911226E-009,-5.3296115E-023,---,---,---,---,---,---,---,---,---
*,,,,Max Step,10,10,1,1,1,1,---,---,---,---,---,---,---,---,---
*,,,,Min Value,2.1398090E-003,1.0403399E-003,3.2472198E-019,5.9880865E-010,2.9911226E-009,-5.3296115E-023,---,---,---,---,---,---,---,---,---
*,,,,Min Step,1,1,1,1,1,1,---,---,---,---,---,---,---,---,---
*,,,Rotation,Step,SX,SY,SZ,RMX,RMY,RMZ,RelAccRX,RelAccRY,RelAccRZ,AbsAccRX,AbsAccRY,AbsAccRZ,VRX,VRY,VRZ
,,,,1,4.3759654E-019,8.3270633E-018,4.3909955E-004,1.1269383E-021,8.8594868E-027,1.7091077E-007,---,---,---,---,---,---,---,---,---
,,,,2,9.6460061E-019,1.7906268E-017,8.7807986E-004,1.5220673E-021,3.8289286E-026,3.4941394E-007,---,---,---,---,---,---,---,---,---
,,,,3,1.6261634E-018,2.9383923E-017,1.3173022E-003,2.1917787E-021,9.6646333E-026,5.7507726E-007,---,---,---,---,---,---,---,---,---
,,,,4,2.4818328E-018,4.3636782E-017,1.7564607E-003,3.2405348E-021,1.9692156E-025,8.1566427E-007,---,---,---,---,---,---,---,---,---
,,,,5,3.6385285E-018,6.2221392E-017,2.1955382E-003,5.0423289E-021,3.6247074E-025,1.0935431E-006,---,---,---,---,---,---,---,---,---
,,,,6,5.2619236E-018,8.7588968E-017,2.6343202E-003,8.0307754E-021,6.3223710E-025,1.3703613E-006,---,---,---,---,---,---,---,---,---
,,,,7,7.6667696E-018,1.2447272E-016,3.0722029E-003,1.3470186E-020,1.0829925E-024,1.6669160E-006,---,---,---,---,---,---,---,---,---
,,,,8,1.1372188E-017,1.8017517E-016,3.5092768E-003,2.3689912E-020,1.8538677E-024,2.0220561E-006,---,---,---,---,---,---,---,---,---
,,,,9,1.7347423E-017,2.6861083E-016,3.9464054E-003,4.3500314E-020,3.2167710E-024,2.4171118E-006,---,---,---,---,---,---,---,---,---
